Year_name,Year_Year_Player_name,Year_Year_Player_College,Year_Year_Player_Tm,Year_Year_Player_Yrs,Year_Year_Player_G,Year_Year_Player_MP,Year_Year_Player_PTS,Year_Year_Player_TRB,Year_Year_Player_AST,Year_Year_Player_FG,Year_Year_Player_Three_point,Year_Year_Player_FT_per,Year_Year_Player_MP_per_game,Year_Year_Player_PTS_per_game,Year_Year_Player_TRB_per_game,Year_Year_Player_AST_per_game,Year_Year_Player_WS_per_game,Year_Year_Player_WS_div48,Year_Year_Player_BPM,Year_Year_Player_VORP
1969,George Tinsley,Kentucky Wesleyan College,CHI,,,,,,,,,,,,,,,,,
1969,Bob Tallent,George Washington,SDR,,,,,,,,,,,,,,,,,
1969,Dan Obravak,Dayton,SFW,,,,,,,,,,,,,,,,,
1969,Mel Coleman,University of Wisconsin-Stout,CIN,,,,,,,,,,,,,,,,,
1969,Dolph Pulliam,Drake University,BOS,,,,,,,,,,,,,,,,,
1969,Guy Mackner,South Dakota State,ATL,,,,,,,,,,,,,,,,,
1969,Dwight Durante,Cawtaba College,NYK,,,,,,,,,,,,,,,,,
1969,Dick Grubar,UNC,LAL,,,,,,,,,,,,,,,,,
1969,John Jones,Villanova,PHI,,,,,,,,,,,,,,,,,
1969,Paul Loveday,California,BAL,,,,,,,,,,,,,,,,,
1969,Bill Sweet,UCLA,PHO,,,,,,,,,,,,,,,,,
1969,Bill Keller,Purdue,MIL,,,,,,,,,,,,,,,,,
1969,Greg Wittman,Western Carolina University,SEA,,,,,,,,,,,,,,,,,
1969,Steve Vandenberg,Duke,DET,,,,,,,,,,,,,,,,,
1969,Frank Judge,Huston-Tillotson University,CHI,,,,,,,,,,,,,,,,,
1969,Lynn Shackelford,UCLA,SDR,,,,,,,,,,,,,,,,,
1969,Pat Foley,University of the Pacific,SFW,,,,,,,,,,,,,,,,,
1969,L.C. Bowen,Bradley,CIN,,,,,,,,,,,,,,,,,
1969,Jim Johnson,Wisconsin,BOS,,,,,,,,,,,,,,,,,
1969,Bob Bundy,Vanderbilt,ATL,,,,,,,,,,,,,,,,,
1969,Chris Thomforde,Princeton,NYK,,,,,,,,,,,,,,,,,
1969,Kari Liimbo,BYU,LAL,,,,,,,,,,,,,,,,,
1969,Dave Hamilton,West Virginia State University,PHI,,,,,,,,,,,,,,,,,
1969,Jeff Claypool,Grove City College,BAL,,,,,,,,,,,,,,,,,
1969,Bob Edwards,Arizona State,PHO,,,,,,,,,,,,,,,,,
1969,John Schell,Wisconsin,MIL,,,,,,,,,,,,,,,,,
1969,Theartis Wallace,Central Washington University,SEA,,,,,,,,,,,,,,,,,
1969,Bob Arnzen,Notre Dame,DET,1,55,594,301,152,24,0.462,,0.865,10.8,5.5,2.8,0.4,1,0.082,,
1969,Roger Moller,Westmar University,CHI,,,,,,,,,,,,,,,,,
1969,Bill DeHeer,Indiana,SDR,,,,,,,,,,,,,,,,,
1969,Steve Rippe,UC Santa Barbara,SFW,,,,,,,,,,,,,,,,,
1969,Merton Bancroft,Missouri State University,CIN,,,,,,,,,,,,,,,,,
1969,Bob Whitmore,Notre Dame,BOS,,,,,,,,,,,,,,,,,
1969,Bob Christian,Grambling State University,ATL,4,246,3012,942,1002,203,0.486,,0.704,12.2,3.8,4.1,0.8,5.7,0.091,-1.9,0
1969,Jim Healey,Rockhurst University,NYK,,,,,,,,,,,,,,,,,
1969,Joe Smith,Oklahoma State,LAL,,,,,,,,,,,,,,,,,
1969,Jim Bowles,Trinity University,PHI,,,,,,,,,,,,,,,,,
1969,Barry White,Hofstra,BAL,,,,,,,,,,,,,,,,,
1969,Steve Jennings,USC,PHO,,,,,,,,,,,,,,,,,
1969,Jim Satalin,St. Bonaventure,MIL,,,,,,,,,,,,,,,,,
1969,Vince Fritz,Oregon State,SEA,,,,,,,,,,,,,,,,,
1969,George Reynolds,Houston,DET,1,10,44,21,14,12,0.421,,0.714,4.4,2.1,1.4,1.2,0.1,0.055,,
1969,Sterling Burke,Northwestern,CHI,,,,,,,,,,,,,,,,,
1969,Larry Cheatham,Tulsa,SDR,,,,,,,,,,,,,,,,,
1969,Greg Reed,Sacramento State,SFW,,,,,,,,,,,,,,,,,
1969,James Hurley,Transylvania University,CIN,,,,,,,,,,,,,,,,,
1969,Gordon Smith,Cincinnati,BOS,,,,,,,,,,,,,,,,,
1969,Pete Gayeska,UMass,ATL,,,,,,,,,,,,,,,,,
1969,Roger Walaszak,Columbia University,NYK,,,,,,,,,,,,,,,,,
1969,Jim Smith,Northern Illinois,LAL,,,,,,,,,,,,,,,,,
1969,Larry Lewis,Saint Francis University,PHI,,,,,,,,,,,,,,,,,
1969,Gary Major,Duquesne,BAL,,,,,,,,,,,,,,,,,
1969,Rich Abrahamson,Oregon,PHO,,,,,,,,,,,,,,,,,
1969,Willie Brown,Middle Tennessee,MIL,,,,,,,,,,,,,,,,,
1969,Al Cueto,Tulsa,SEA,,,,,,,,,,,,,,,,,
1969,Bill English,Winston-Salem State,DET,,,,,,,,,,,,,,,,,
1969,Al Smith,Bradley,CHI,,,,,,,,,,,,,,,,,
1969,Lee Sims,Ashland University,SDR,,,,,,,,,,,,,,,,,
1969,Dick Chapman,San Francisco State University,SFW,,,,,,,,,,,,,,,,,
1969,Bill Bowes,Elon University,CIN,,,,,,,,,,,,,,,,,
1969,Jim Picka,High Point University,BOS,,,,,,,,,,,,,,,,,
1969,Dick Stewart,Rutgers University,ATL,,,,,,,,,,,,,,,,,
1969,Frank McLaughlin,Fordham,NYK,,,,,,,,,,,,,,,,,
1969,Phil Argento,Kentucky,LAL,,,,,,,,,,,,,,,,,
1969,Bill Justus,Tennessee,PHI,,,,,,,,,,,,,,,,,
1969,Frank Bartleson,Tennessee Technological University,BAL,,,,,,,,,,,,,,,,,
1969,Fred Lind,Duke,PHO,,,,,,,,,,,,,,,,,
1969,Bob Presley,California,MIL,,,,,,,,,,,,,,,,,
1969,Jim Connolly,Bowling Green,SEA,,,,,,,,,,,,,,,,,
1969,Rusty Clark,UNC,DET,,,,,,,,,,,,,,,,,
1969,Larry Bergh,Weber State,CHI,,,,,,,,,,,,,,,,,
1969,Justus Thigpen,Weber State,SDR,2,19,101,48,10,8,0.4,,,5.3,2.5,0.5,0.4,-0.1,-0.061,-4.8,0
1969,Rich Holmberg,Saint Mary's,SFW,,,,,,,,,,,,,,,,,
1969,Jim Supple,Georgetown,CIN,,,,,,,,,,,,,,,,,
1969,Larry Frinston,Kenyon College,BOS,,,,,,,,,,,,,,,,,
1969,Loran Bracci,Cal State Northridge,ATL,,,,,,,,,,,,,,,,,
1969,Marvin Lewis,LIU Southampton,NYK,,,,,,,,,,,,,,,,,
1969,Ron Peret,Texas A&M,LAL,,,,,,,,,,,,,,,,,
1969,Bruce Sloan,Kansas,PHI,,,,,,,,,,,,,,,,,
1969,Gerald McKee,Ohio University,BAL,,,,,,,,,,,,,,,,,
1969,Bob Miller,Toledo,PHO,,,,,,,,,,,,,,,,,
1969,Jack Lutz,Carthage College,MIL,,,,,,,,,,,,,,,,,
1969,John Smith,University of Puget Sound,SEA,,,,,,,,,,,,,,,,,
1969,Harry Hall,Wyoming,CHI,,,,,,,,,,,,,,,,,
1969,Raul Duarte,South Dakota State,SDR,,,,,,,,,,,,,,,,,
1969,Joe Callahan,San Francisco State University,SFW,,,,,,,,,,,,,,,,,
1969,Mike Davis,Colorado State,CIN,,,,,,,,,,,,,,,,,
1969,Rod Forbes,Boston State University,BOS,,,,,,,,,,,,,,,,,
1969,Dave Jones,University of La Verne,ATL,,,,,,,,,,,,,,,,,
1969,Bill O'Rourke,St. John Fisher College,NYK,,,,,,,,,,,,,,,,,
1969,Jack Gillespie,Montana State,LAL,,,,,,,,,,,,,,,,,
1969,Fatty Taylor,La Salle,PHI,1,79,1548,301,211,288,0.42,,0.569,19.6,3.8,2.7,3.6,2.1,0.066,0.5,1
1969,Bob Washington,Tulsa,BAL,,,,,,,,,,,,,,,,,
1969,Andy White,Texas-El Paso,PHO,,,,,,,,,,,,,,,,,
1969,Lee Osgood,Northeastern University,MIL,,,,,,,,,,,,,,,,,
1969,Bob Burrow,Seattle Pacific University,SEA,,,,,,,,,,,,,,,,,
1969,Rick Kirkland,Norfolk State,CHI,,,,,,,,,,,,,,,,,
1969,Joe McBride,Augusta State University,SDR,,,,,,,,,,,,,,,,,
1969,Ted Johnson,Baldwin-Wallace College,CIN,,,,,,,,,,,,,,,,,
1969,Billy Evans,Boston College,BOS,,,,,,,,,,,,,,,,,
1969,Dick Barton,"University of California, Riverside",ATL,,,,,,,,,,,,,,,,,
1969,James Wyatt,Northwestern State University,NYK,,,,,,,,,,,,,,,,,
1969,Mallory Chestnutt,Tuskegee University,LAL,,,,,,,,,,,,,,,,,
1969,Bill Thompson,Shepherd College,BAL,,,,,,,,,,,,,,,,,
1969,Marv Schmitt,Western New Mexico University,PHO,,,,,,,,,,,,,,,,,
1969,Laymon Stewart,Lakeland College,MIL,,,,,,,,,,,,,,,,,
1969,Jerry Conley,Morehead State University,SEA,,,,,,,,,,,,,,,,,
1969,Bill Boight,SMU,CHI,,,,,,,,,,,,,,,,,
1969,Mike Heckman,"University of California, Irvine",SDR,,,,,,,,,,,,,,,,,
1969,Mike Dahl,Oglethorpe University,ATL,,,,,,,,,,,,,,,,,
1969,Rich Travis,Oklahoma City University,NYK,,,,,,,,,,,,,,,,,
1969,Mack Calvin,USC,LAL,4,222,3326,1552,276,550,0.42,0.125,0.848,15,7,1.2,2.5,5.9,0.086,-1.8,0.1
1969,Perry Johnson,Robert Morris University (PA),BAL,,,,,,,,,,,,,,,,,
1969,Bob Beamon,Texas-El Paso,PHO,,,,,,,,,,,,,,,,,
1969,Stan Wlodarszek,La Salle,MIL,,,,,,,,,,,,,,,,,
1969,Ernie Powell,USC,SEA,,,,,,,,,,,,,,,,,
1969,Jerry Nickens,Tougaloo College,SDR,,,,,,,,,,,,,,,,,
1969,Norm Carmichael,Virginia,ATL,,,,,,,,,,,,,,,,,
1969,Jodie Harrison,Illinois,BAL,,,,,,,,,,,,,,,,,
1969,Wayne Huckel,Davidson,PHO,,,,,,,,,,,,,,,,,
1969,Bill Voigt,SMU,MIL,,,,,,,,,,,,,,,,,
1969,Danny Cornett,Morehead State University,SEA,,,,,,,,,,,,,,,,,
1969,Dick Groves,San Jose State,SDR,,,,,,,,,,,,,,,,,
1969,Buddy Cornelius,Jacksonville State University,ATL,,,,,,,,,,,,,,,,,
1969,Phil Harris,Texas A&M,BAL,,,,,,,,,,,,,,,,,
1969,Howie Dickerman,Central Connecticut State University,PHO,,,,,,,,,,,,,,,,,
1969,Lynn Phillips,SMU,MIL,,,,,,,,,,,,,,,,,
1969,Steve Honeycutt,Kansas State,SEA,,,,,,,,,,,,,,,,,
1969,Steve Howell,Ohio State,SDR,,,,,,,,,,,,,,,,,
1969,John Tolmie,United States Naval Academy,ATL,,,,,,,,,,,,,,,,,
1969,Tom Haggart,Brandeis University,BAL,,,,,,,,,,,,,,,,,
1969,Al Nuness,Minnesota,PHO,,,,,,,,,,,,,,,,,
1969,Ken Hall,Westminster College of Pennsylvania,MIL,,,,,,,,,,,,,,,,,
1969,Joe Pridgen,NC Central,SDR,,,,,,,,,,,,,,,,,
1969,Cliff Parsons,United States Air Force Academy,ATL,,,,,,,,,,,,,,,,,
1969,Chip Case,Virginia,BAL,,,,,,,,,,,,,,,,,
1969,Solomon Davis,Kentucky State University,PHO,,,,,,,,,,,,,,,,,
1969,Blaine Royer,Illinois State,SDR,,,,,,,,,,,,,,,,,
1969,Grady O'Malley,Manhattan College,ATL,1,24,113,50,26,10,0.35,,0.421,4.7,2.1,1.1,0.4,-0.3,-0.136,,
1969,Brian Heaney,Acadia University,BAL,1,14,70,28,4,6,0.542,,0.5,5,2,0.3,0.4,0.2,0.106,,
1969,Jim Plump,Northern Arizona University,PHO,,,,,,,,,,,,,,,,,
1969,Carl Rodwell,"University of California, Riverside",ATL,,,,,,,,,,,,,,,,,
1969,Stan McKain,Southern University and A&M College,BAL,,,,,,,,,,,,,,,,,
1970,Bob Lanier,St. Bonaventure,DET,14,959,32103,19248,9698,3007,0.514,0.154,0.767,33.5,20.1,10.1,3.1,117.1,0.175,4.5,39.4
1970,Rudy Tomjanovich,Michigan,SDR,11,768,25714,13383,6198,1573,0.501,0.262,0.784,33.5,17.4,8.1,2,70.4,0.131,0.8,13.3
1970,Pete Maravich,LSU,ATL,10,658,24316,15948,2747,3563,0.441,0.667,0.82,37,24.2,4.2,5.4,46.7,0.092,0.2,8.9
1970,Dave Cowens,Florida State,BOS,11,766,29565,13516,10444,2910,0.46,0.071,0.783,38.6,17.6,13.6,3.8,86.3,0.14,2.3,21.5
1970,Sam Lacey,New Mexico State,CIN,13,1002,31873,10303,9687,3754,0.441,0.188,0.738,31.8,10.3,9.7,3.7,50.9,0.077,2.4,25.9
1970,Jim Ard,Cincinnati,SEA,4,218,2666,771,820,149,0.361,,0.695,12.2,3.5,3.8,0.7,2,0.036,-3.3,-0.9
1970,John Johnson,Iowa,CLE,12,869,25681,11200,4778,3285,0.446,0,0.779,29.6,12.9,5.5,3.8,37.1,0.069,-0.8,5.4
1970,Geoff Petrie,Princeton,POR,6,446,16787,9732,1271,2057,0.455,,0.805,37.6,21.8,2.8,4.6,26.1,0.075,-1.4,1.3
1970,George Johnson,Stephen F. Austin,BAL,3,69,744,190,220,22,0.442,,0.431,10.8,2.8,3.2,0.3,0.6,0.036,-3.9,-0.1
1970,Greg Howard,New Mexico,PHO,2,92,852,312,227,53,0.388,,0.697,9.3,3.4,2.5,0.6,0.6,0.034,,
1970,Jimmy Collins,New Mexico State,CHI,2,74,612,281,66,70,0.414,,0.804,8.3,3.8,0.9,0.9,0.6,0.044,,
1970,Al Henry,Wisconsin,PHI,2,49,447,194,148,8,0.426,,0.7,9.1,4,3,0.2,0.7,0.074,,
1970,Jim McMillian,Columbia University,LAL,9,631,20227,8736,3319,1557,0.482,,0.832,32.1,13.8,5.3,2.5,46,0.109,0.4,7.7
1970,John Vallely,UCLA,ATL,2,100,796,359,66,84,0.379,,0.721,8,3.6,0.7,0.8,-0.3,-0.02,,
1970,John Hummer,Princeton,BUF,6,327,7420,2248,1733,543,0.438,,0.524,22.7,6.9,5.3,1.7,4.8,0.031,-2.4,-0.2
1970,Gary Freeman,Oregon State,MIL,1,52,382,167,106,35,0.515,,0.725,7.3,3.2,2,0.7,1.2,0.155,,
1970,Mike Price,Illinois,NYK,2,119,1042,391,152,89,0.404,,0.772,8.8,3.3,1.3,0.7,0.5,0.021,,
1970,Calvin Murphy,Niagara University,SDR,13,1002,30607,17949,2103,4402,0.482,0.139,0.892,30.5,17.9,2.1,4.4,84.1,0.132,0.6,15.8
1970,Tiny Archibald,Texas-El Paso,CIN,13,876,31159,16481,2046,6476,0.467,0.224,0.81,35.6,18.8,2.3,7.4,83.4,0.128,0.4,12.9
1970,Jake Ford,University of Maryland Eastern Shore,SEA,2,31,249,126,20,35,0.462,,0.764,8,4.1,0.6,1.1,0.7,0.133,,
1970,Rex Morgan,Jacksonville University,BOS,2,62,416,172,91,39,0.375,,0.682,6.7,2.8,1.5,0.6,0.5,0.063,,
1970,Doug Cook,Davidson,CIN,,,,,,,,,,,,,,,,,
1970,Pete Cross,San Francisco,SEA,3,182,3775,1057,1519,187,0.431,,0.695,20.7,5.8,8.3,1,4.2,0.053,,
1970,Cornell Warner,Jackson State University,BUF,7,445,10508,2860,3353,494,0.452,,0.672,23.6,6.4,7.5,1.1,15.8,0.072,-1.4,1
1970,Walt Gilmore,Fort Valley State University,POR,1,27,261,58,73,12,0.426,,0.462,9.7,2.1,2.7,0.4,0.2,0.033,,
1970,Dave Sorenson,Ohio State,CLE,3,213,3857,1734,997,280,0.442,,0.778,18.1,8.1,4.7,1.3,5.4,0.067,,
1970,Fred Taylor,University of Texas-Pan American,PHO,2,88,835,385,140,69,0.364,,0.592,9.5,4.4,1.6,0.8,-0.6,-0.035,,
1970,Paul Ruffner,BYU,CHI,3,52,214,109,49,9,0.44,,0.5,4.1,2.1,0.9,0.2,0.1,0.017,-4.7,-0.2
1970,Joe DePre,St. John's,PHO,,,,,,,,,,,,,,,,,
1970,Earnie Killum,Stetson University,LAL,1,4,12,1,2,0,0,,1,3,0.3,0.5,0,-0.1,-0.314,,
1970,Dan Hester,LSU,ATL,,,,,,,,,,,,,,,,,
1970,Ken Warzynski,DePaul,DET,,,,,,,,,,,,,,,,,
1970,Bill Zopf,Duquesne,MIL,1,53,398,118,46,73,0.363,,0.556,7.5,2.2,0.9,1.4,-0.1,-0.011,,
1970,Howie Wright,Austin Peay State University,NYK,,,,,,,,,,,,,,,,,
1970,Curtis Perry,Missouri State University,SDR,8,480,13656,4578,4239,906,0.455,,0.699,28.5,9.5,8.8,1.9,29.6,0.104,0.3,5.5
1970,Earle Higgins,Eastern Michigan,SFW,,,,,,,,,,,,,,,,,
1970,Bob St. Pierre,Hanover College,DET,,,,,,,,,,,,,,,,,
1970,Willie Williams,Florida State,BOS,1,25,105,23,23,8,0.238,,0.6,4.2,0.9,0.9,0.3,-0.4,-0.17,,
1970,Greg Hyder,Eastern New Mexico University,CIN,1,77,1359,417,332,48,0.447,,0.718,17.6,5.4,4.3,0.6,1.1,0.04,,
1970,Gar Heard,Oklahoma,SEA,11,787,19571,6828,5876,1220,0.414,0,0.654,24.9,8.7,7.5,1.6,27,0.066,-0.4,6.3
1970,Surry Oliver,Stephen F. Austin,CLE,,,,,,,,,,,,,,,,,
1970,Bill Cain,Iowa State,POR,,,,,,,,,,,,,,,,,
1970,Chip Case,Virginia,BUF,,,,,,,,,,,,,,,,,
1970,Greg McDivitt,Ohio University,PHO,,,,,,,,,,,,,,,,,
1970,Lou Herndon,Jackson State University,CHI,,,,,,,,,,,,,,,,,
1970,Dennis Awtrey,Santa Clara,PHI,12,733,14159,3516,3342,1467,0.459,,0.652,19.3,4.8,4.6,2,22.4,0.076,-1.1,2.2
1970,Jim Hayes,Boston University,DET,,,,,,,,,,,,,,,,,
1970,Vann Williford,NC State,PHO,,,,,,,,,,,,,,,,,
1970,Seaburn Hill,Arizona State,BAL,,,,,,,,,,,,,,,,,
1970,Marv Winkler,LA-Lafayette,MIL,1,3,14,8,4,2,0.3,,1,4.7,2.7,1.3,0.7,0,-0.121,,
1970,Al Williams,Drake University,NYK,,,,,,,,,,,,,,,,,
1970,Jody Finney,Ohio State,SDR,,,,,,,,,,,,,,,,,
1970,Ralph Ogden,Santa Clara,SFW,1,32,162,42,32,9,0.239,,0.667,5.1,1.3,1,0.3,-0.7,-0.208,,
1970,Bill Stricker,University of the Pacific,BAL,1,1,2,4,0,0,0.667,,,2,4,0,0,0,0.77,,
1970,Jon McKinney,Norfolk State,BOS,,,,,,,,,,,,,,,,,
1970,Wade Fuller,Loyola Chicago,CIN,,,,,,,,,,,,,,,,,
1970,John Davis,Alabama State University,CHI,,,,,,,,,,,,,,,,,
1970,Erwin Polnick,Stephen F. Austin,BUF,,,,,,,,,,,,,,,,,
1970,Jim Penix,Bowling Green,POR,,,,,,,,,,,,,,,,,
1970,Glen Vidnovic,Iowa,CLE,,,,,,,,,,,,,,,,,
1970,Bob Lienhard,Georgia,PHO,,,,,,,,,,,,,,,,,
1970,Jim Wilson,Cheyney (PA),CHI,,,,,,,,,,,,,,,,,
1970,Dan Crenshaw,Alabama State University,PHI,,,,,,,,,,,,,,,,,
1970,Larry Mikan,Minnesota,LAL,1,53,536,158,139,41,0.333,,0.618,10.1,3,2.6,0.8,-0.8,-0.073,,
1970,Fred Davis,Howard Payne University,ATL,,,,,,,,,,,,,,,,,
1970,Billy Jones,Louisiana College,BAL,,,,,,,,,,,,,,,,,
1970,Virgle Fredricks,Drury University,MIL,,,,,,,,,,,,,,,,,
1970,John Marren,Manhattan College,NYK,,,,,,,,,,,,,,,,,
1970,James Gilbert,Adams State College,SDR,,,,,,,,,,,,,,,,,
1970,Levi Fontaine,University of Maryland Eastern Shore,SFW,1,35,210,134,15,22,0.366,,0.757,6,3.8,0.4,0.6,-0.3,-0.069,,
1970,Bill Jankans,Cal State Long Beach,DET,,,,,,,,,,,,,,,,,
1970,Tom Carter,Paul Quinn College,BOS,,,,,,,,,,,,,,,,,
1970,Uluss Thompson,Wiley College,CIN,,,,,,,,,,,,,,,,,
1970,Boyd Lynch,Eastern Kentucky University,SEA,,,,,,,,,,,,,,,,,
1970,Wayne Sokolowski,Ashland University,CLE,,,,,,,,,,,,,,,,,
1970,Ron Knight,"California State University, Los Angeles",POR,2,101,1145,472,283,83,0.433,,0.5,11.3,4.7,2.8,0.8,0.2,0.007,,
1970,Robert Moore,Central State University,BUF,,,,,,,,,,,,,,,,,
1970,John Canine,Ohio University,PHO,,,,,,,,,,,,,,,,,
1970,George Johnson,Dillard University,CHI,13,904,18102,4369,5887,929,0.451,0.5,0.694,20,4.8,6.5,1,33,0.087,0.1,9.4
1970,Perry Wallace,Vanderbilt,PHI,,,,,,,,,,,,,,,,,
1970,John Fultz,Rhode Island,LAL,,,,,,,,,,,,,,,,,
1970,Bob Riley,Mount St. Mary's University,ATL,1,7,39,13,12,1,0.444,,0.556,5.6,1.9,1.7,0.1,0,0.056,,
1970,Gary Zeller,Drake University,BAL,1,78,697,271,92,37,0.34,,0.587,8.9,3.5,1.2,0.5,-1.5,-0.107,,
1970,Mike Grosso,Louisville,MIL,,,,,,,,,,,,,,,,,
1970,Jim Oxley,United States Military Academy,NYK,,,,,,,,,,,,,,,,,
1970,Mike Kretzer,East Tennessee State University,SDR,,,,,,,,,,,,,,,,,
1970,Vic Bartolome,Oregon State,SFW,1,38,165,34,60,3,0.254,,0.8,4.3,0.9,1.6,0.1,-0.4,-0.114,,
1970,Seviro Brown,DePaul,DET,,,,,,,,,,,,,,,,,
1970,Rod McIntyre,Jacksonville University,BOS,,,,,,,,,,,,,,,,,
1970,Charles Bishop,Louisiana Tech,CIN,,,,,,,,,,,,,,,,,
1970,Samuel Robinson,Cal State Long Beach,SEA,,,,,,,,,,,,,,,,,
1970,Doug Hess,Toledo,BUF,,,,,,,,,,,,,,,,,
1970,George Janky,Dayton,POR,,,,,,,,,,,,,,,,,
1970,Joe Cooke,Indiana,CLE,1,73,725,316,114,93,0.393,,0.814,9.9,4.3,1.6,1.3,-0.4,-0.025,,
1970,Joe Thomas,Marquette,PHO,1,39,204,55,43,17,0.267,,0.45,5.2,1.4,1.1,0.4,-0.6,-0.149,,
1970,Lonnie Kluttz,North Carolina A&T,CHI,,,,,,,,,,,,,,,,,
1970,Jerry Venable,Kansas State,PHI,,,,,,,,,,,,,,,,,
1970,Jerry Kroll,Davidson,LAL,,,,,,,,,,,,,,,,,
1970,Dave Parker,Windham College,ATL,,,,,,,,,,,,,,,,,
1970,Marvin Polnick,Stephen F. Austin,BAL,,,,,,,,,,,,,,,,,
1970,Willy Watson,Oklahoma City University,MIL,,,,,,,,,,,,,,,,,
1970,Jim Signorile,NYU,NYK,,,,,,,,,,,,,,,,,
1970,Billy Paultz,St. John's,SDR,9,637,13630,5432,3553,1043,0.491,0,0.643,21.4,8.5,5.6,1.6,26.3,0.093,-0.2,6.3
1970,Joe Bergman,Creighton,SFW,,,,,,,,,,,,,,,,,
1970,Marv Copeland,Michigan Lutheran,DET,,,,,,,,,,,,,,,,,
1970,Charlie Scott,UNC,BOS,8,560,19278,10037,2034,2696,0.444,0.182,0.772,34.4,17.9,3.6,4.8,26.9,0.067,-1.5,2.1
1970,Mike Bernard,Kentucky State University,CIN,,,,,,,,,,,,,,,,,
1970,James Morgan,Maryland,SEA,,,,,,,,,,,,,,,,,
1970,Narvis Anderson,Stephen F. Austin,CLE,,,,,,,,,,,,,,,,,
1970,Claude English,Rhode Island,POR,1,18,70,27,20,6,0.262,,0.714,3.9,1.5,1.1,0.3,-0.3,-0.215,,
1970,Cliff Shegogg,Colorado State,BUF,,,,,,,,,,,,,,,,,
1970,Heyward Dotson,Columbia University,PHO,,,,,,,,,,,,,,,,,
1970,Lou West,Seattle University,CHI,,,,,,,,,,,,,,,,,
1970,Carlton Poole,Philadelphia University,PHI,,,,,,,,,,,,,,,,,
1970,Willie Woods,Eastern Kentucky University,LAL,,,,,,,,,,,,,,,,,
1970,John Shinall,Jackson State University,ATL,,,,,,,,,,,,,,,,,
1970,Charlie Wallace,Oklahoma City University,BAL,,,,,,,,,,,,,,,,,
1970,John Rinka,Kenyon College,MIL,,,,,,,,,,,,,,,,,
1970,Roy Hodge,Wagner College,NYK,,,,,,,,,,,,,,,,,
1970,Don Adams,Northwestern,SDR,5,487,12407,4236,2732,869,0.402,,0.739,25.5,8.7,5.6,1.8,10.6,0.041,-2,0
1970,Jeff Sewell,Marquette,SFW,,,,,,,,,,,,,,,,,
1970,Dan Issel,Kentucky,DET,9,718,22342,14659,5707,1804,0.506,0.253,0.797,31.1,20.4,7.9,2.5,82.3,0.177,2.3,24.3
1970,Bobby Croft,Tennessee,BOS,,,,,,,,,,,,,,,,,
1970,Joel McBride,Augusta State University,CIN,,,,,,,,,,,,,,,,,
1970,George Irvine,Washington,SEA,,,,,,,,,,,,,,,,,
1970,Larry Woods,West Virginia,BUF,,,,,,,,,,,,,,,,,
1970,Doug Boyd,TCU,POR,,,,,,,,,,,,,,,,,
1970,Walter Robertson,Loyola Chicago,CLE,,,,,,,,,,,,,,,,,
1970,Steve Patterson,UCLA,PHO,5,350,5582,1552,1632,443,0.403,,0.594,15.9,4.4,4.7,1.3,4.8,0.041,-1.2,0.9
1970,Mike Casey,Kentucky,CHI,,,,,,,,,,,,,,,,,
1970,Fran O'Hanlon,Villanova,PHI,,,,,,,,,,,,,,,,,
1970,Rick Mount,Purdue,LAL,,,,,,,,,,,,,,,,,
1970,Herb White,Georgia,ATL,1,38,315,90,48,47,0.405,,0.564,8.3,2.4,1.3,1.2,0.1,0.013,,
1970,Tom Dyksera,Wheaton College,BAL,,,,,,,,,,,,,,,,,
1970,Jim Samo,Northwestern,MIL,,,,,,,,,,,,,,,,,
1970,Greg Fillmore,Cheyney (PA),NYK,2,49,338,118,108,20,0.403,,0.467,6.9,2.4,2.2,0.4,0.3,0.044,,
1970,Jim Gottschall,Dayton,SDR,,,,,,,,,,,,,,,,,
1970,Lou Small,UNLV,SFW,,,,,,,,,,,,,,,,,
1970,Alex Wynn,Dartmouth College,DET,,,,,,,,,,,,,,,,,
1970,Tom Little,Seattle University,BOS,,,,,,,,,,,,,,,,,
1970,Bob Mabry,University of Rio Grande,CIN,,,,,,,,,,,,,,,,,
1970,Claude Virden,Murray State,SEA,,,,,,,,,,,,,,,,,
1970,Tom Lagodich,Kent State University,CLE,,,,,,,,,,,,,,,,,
1970,Billy Gaskins,Oregon,POR,,,,,,,,,,,,,,,,,
1970,Larry Duckworth,Henderson State University,BUF,,,,,,,,,,,,,,,,,
1970,Carl Ashley,Wyoming,PHO,,,,,,,,,,,,,,,,,
1970,Glen Johnson,Jackson State University,CHI,,,,,,,,,,,,,,,,,
1970,Mike Hauer,Saint Joseph's,PHI,,,,,,,,,,,,,,,,,
1970,Bobby Sands,Pepperdine,LAL,,,,,,,,,,,,,,,,,
1970,Larry Jackson,Sul Ross State University,ATL,,,,,,,,,,,,,,,,,
1970,Will Hetzel,Maryland,BAL,,,,,,,,,,,,,,,,,
1970,Joe Hamilton,University of North Texas,MIL,,,,,,,,,,,,,,,,,
1970,Walker Banks,Western Kentucky,NYK,,,,,,,,,,,,,,,,,
1970,Toke Coleman,Eastern Kentucky University,SDR,,,,,,,,,,,,,,,,,
1970,Coby Dietrick,San Jose State,SFW,7,480,9241,2915,1869,990,0.468,0.188,0.741,19.3,6.1,3.9,2.1,15.5,0.08,0.1,4.9
1970,Bruce Chapman,UNLV,DET,,,,,,,,,,,,,,,,,
