Year_name,Year_Year_Player_name,Year_Year_Player_College,Year_Year_Player_Tm,Year_Year_Player_Yrs,Year_Year_Player_G,Year_Year_Player_MP,Year_Year_Player_PTS,Year_Year_Player_TRB,Year_Year_Player_AST,Year_Year_Player_FG,Year_Year_Player_Three_point,Year_Year_Player_FT_per,Year_Year_Player_MP_per_game,Year_Year_Player_PTS_per_game,Year_Year_Player_TRB_per_game,Year_Year_Player_AST_per_game,Year_Year_Player_WS_per_game,Year_Year_Player_WS_div48,Year_Year_Player_BPM,Year_Year_Player_VORP
1981,Steve Johnson,Oregon State,KCK,10,626,13618,7345,3450,777,0.572,0,0.634,21.8,11.7,5.5,1.2,26.9,0.095,-1.7,1.1
1981,Tom Chambers,Utah,SDC,16,1107,33922,20049,6703,2283,0.468,0.307,0.807,30.6,18.1,6.1,2.1,79,0.112,-0.6,12
1981,Rolando Blackman,Kansas State,DAL,13,980,32087,17623,3278,2981,0.493,0.343,0.84,32.7,18,3.3,3,75.6,0.113,0.4,19.8
1981,Albert King,Maryland,NJN,9,534,12836,6470,2262,1171,0.461,0.268,0.791,24,12.1,4.2,2.2,16.3,0.061,-1.7,1.1
1981,Frank Johnson,Wake Forest,WSB,10,596,12897,4937,1025,2476,0.439,0.218,0.76,21.6,8.3,1.7,4.2,17.2,0.064,-1.3,2.4
1981,Kelly Tripucka,Notre Dame,DET,10,707,20959,12142,2703,2090,0.473,0.361,0.849,29.6,17.2,3.8,3,44.4,0.102,0.1,11.2
1981,Danny Schayes,Syracuse,UTA,18,1138,21975,8780,5671,1299,0.481,0.133,0.806,19.3,7.7,5,1.1,48.8,0.107,-2,-0.1
1981,Herb Williams,Ohio State,IND,18,1102,28484,11944,6509,1856,0.467,0.095,0.696,25.8,10.8,5.9,1.7,36.1,0.061,-0.9,7.8
1981,Jeff Lamp,Virginia,POR,6,291,3471,1495,437,269,0.47,0.222,0.841,11.9,5.1,1.5,0.9,5.2,0.072,-2.6,-0.5
1981,Darnell Valentine,Kansas,POR,9,620,14395,5400,1318,3080,0.437,0.261,0.787,23.2,8.7,2.1,5,22.1,0.074,-0.5,5.5
1981,Kevin Loder,Alabama State University,KCK,3,148,2094,875,338,174,0.461,0.261,0.695,14.1,5.9,2.3,1.2,2.4,0.055,-1.7,0.2
1981,Ray Tolbert,Indiana,NJN,5,261,2789,928,609,135,0.495,0,0.544,10.7,3.6,2.3,0.5,2.9,0.051,-3,-0.7
1981,Mike McGee,Michigan,LAL,9,520,9271,4968,1112,629,0.487,0.354,0.597,17.8,9.6,2.1,1.2,15.1,0.078,-1.3,1.7
1981,Larry Nance,Clemson,PHO,13,920,30697,15687,7352,2393,0.546,0.145,0.755,33.4,17.1,8,2.6,109.6,0.171,3.6,43.5
1981,Alton Lister,Arizona State,MIL,16,953,18965,6298,5996,914,0.512,0.111,0.597,19.9,6.6,6.3,1,36.6,0.093,-1.4,3.1
1981,Franklin Edwards,Cleveland State University,PHI,7,296,4436,1802,300,774,0.449,0.03,0.795,15,6.1,1,2.6,3.9,0.043,-1.9,0.1
1981,Charles Bradley,Wyoming,BOS,3,110,910,347,119,55,0.416,0,0.585,8.3,3.2,1.1,0.5,0.3,0.016,-3.4,-0.4
1981,Jay Vincent,Michigan State,DAL,9,576,15556,8729,3167,1124,0.474,0.148,0.784,27,15.2,5.5,2,27.5,0.085,-1.3,2.6
1981,Tracy Jackson,Notre Dame,BOS,3,129,1797,694,243,132,0.463,0.154,0.749,13.9,5.4,1.9,1,2.4,0.064,-1.5,0.2
1981,Brian Jackson,Utah State University,POR,,,,,,,,,,,,,,,,,
1981,Howard Wood,Tennessee,UTA,1,42,342,144,65,9,0.458,0,0.654,8.1,3.4,1.5,0.2,0.3,0.049,-3.6,-0.1
1981,Gene Banks,Duke,SAS,6,468,13074,5305,2718,1335,0.539,0.043,0.73,27.9,11.3,5.8,2.9,31.2,0.115,0.7,8.7
1981,Eddie Johnson,Illinois,KCK,17,1199,32604,19202,4832,2550,0.472,0.335,0.84,27.2,16,4,2.1,65.6,0.097,-0.7,11
1981,Ed Rains,University of South Alabama,SAS,2,83,929,287,124,62,0.423,0,0.626,11.2,3.5,1.5,0.7,0.7,0.034,-3.9,-0.5
1981,Danny Ainge,BYU,BOS,14,1042,27755,11964,2768,4199,0.469,0.378,0.846,26.6,11.5,2.7,4,71.5,0.124,1.1,21.9
1981,Mike Olliver,Lamar University,CHI,,,,,,,,,,,,,,,,,
1981,Sam Williams,Arizona State,GSW,4,257,4528,1628,1146,156,0.5,0,0.653,17.6,6.3,4.5,0.6,9,0.095,-0.8,1.4
1981,Ken Green,University of Texas-Pan American,DEN,1,7,72,31,27,2,0.481,,0.556,10.3,4.4,3.9,0.3,0.3,0.184,0,0
1981,Charles Davis,Vanderbilt,WSB,8,415,5050,2214,1008,309,0.451,0.17,0.737,12.2,5.3,2.4,0.7,5.8,0.056,-3.1,-1.4
1981,Ray Blume,Oregon State,IND,1,49,546,226,41,68,0.459,0.222,0.643,11.1,4.6,0.8,1.4,-0.1,-0.013,-4.5,-0.3
1981,Al Leslie,Bucknell,IND,,,,,,,,,,,,,,,,,
1981,Clyde Bradshaw,DePaul,ATL,,,,,,,,,,,,,,,,,
1981,Harvey Knuckles,Toledo,LAL,,,,,,,,,,,,,,,,,
1981,Greg Cook,LSU,NYK,,,,,,,,,,,,,,,,,
1981,Claude Gregory,Wisconsin,WSB,2,25,315,136,97,16,0.456,0,0.333,12.6,5.4,3.9,0.6,0,0.007,-4,-0.2
1981,Elvis Rolle,Florida State,LAL,,,,,,,,,,,,,,,,,
1981,Elston Turner,Ole Miss,DAL,8,505,9006,2397,1375,914,0.432,0.152,0.714,17.8,4.7,2.7,1.8,8.5,0.045,-2,0
1981,Steve Lingenfelter,South Dakota State,WSB,2,10,67,10,16,5,0.714,,0,6.7,1,1.6,0.5,0,0.009,-4.4,-0.1
1981,Ed Turner,Texas A&M University-Kingsville,HOU,,,,,,,,,,,,,,,,,
1981,Vernon Smith,Texas A&M,PHI,,,,,,,,,,,,,,,,,
1981,Art Housey,Kansas,DAL,,,,,,,,,,,,,,,,,
1981,Mike Ferrara,Colgate,WSB,,,,,,,,,,,,,,,,,
1981,David Burns,Saint Louis,NJN,1,9,87,23,5,15,0.438,,0.6,9.7,2.6,0.6,1.7,-0.1,-0.071,-5,-0.1
1981,Derek Holcomb,Illinois,POR,,,,,,,,,,,,,,,,,
1981,Zam Fredrick,South Carolina,LAL,,,,,,,,,,,,,,,,,
1981,Rudy Macklin,LSU,ATL,3,160,2752,1030,464,121,0.449,0,0.776,17.2,6.4,2.9,0.8,3.2,0.056,-3.5,-1.1
1981,Mark Radford,Oregon State,SEA,2,97,808,347,76,161,0.507,0.286,0.458,8.3,3.6,0.8,1.7,0.4,0.023,-2.7,-0.1
1981,Jim Smith,Ohio State,SDC,2,76,876,219,187,46,0.514,,0.461,11.5,2.9,2.5,0.6,0.7,0.037,-3.1,-0.2
1981,Mickey Dillard,Florida State,CLE,1,33,221,73,15,34,0.367,0,0.652,6.7,2.2,0.5,1,-0.2,-0.051,-5.8,-0.3
1981,Carlton Neverson,Pitt,GSW,,,,,,,,,,,,,,,,,
1981,Frank Brickowski,Penn State,NYK,12,731,16278,7302,3410,1384,0.519,0.324,0.74,22.3,10,4.7,1.9,29.8,0.088,-1.1,3.7
1981,Curtis Berry,Missouri,KCK,,,,,,,,,,,,,,,,,
1981,Russell Bowers,American University,CLE,,,,,,,,,,,,,,,,,
1981,Purvis Miller,USC,IND,,,,,,,,,,,,,,,,,
1981,Pétur Guðmundsson,Washington,POR,4,150,2060,693,563,153,0.494,0.5,0.754,13.7,4.6,3.8,1,2.1,0.05,-3.5,-0.8
1981,Sam Clancy,Pitt,PHO,,,,,,,,,,,,,,,,,
1981,Wayne McKoy,St. John's,NYK,,,,,,,,,,,,,,,,,
1981,Tom Baker,Eastern Kentucky University,SAS,,,,,,,,,,,,,,,,,
1981,Ron Cornelius,University of the Pacific,LAL,,,,,,,,,,,,,,,,,
1981,Craig Dykema,Cal State Long Beach,PHO,1,32,103,43,12,15,0.459,0.5,0.778,3.2,1.3,0.4,0.5,0.2,0.095,-3.4,0
1981,Mark Smith,Illinois,MIL,,,,,,,,,,,,,,,,,
1981,Ernest Graham,Maryland,PHI,,,,,,,,,,,,,,,,,
1981,John Johnson,Michigan,BOS,,,,,,,,,,,,,,,,,
1981,Eddie Moss,Syracuse,DAL,,,,,,,,,,,,,,,,,
1981,John May,University of South Alabama,DET,,,,,,,,,,,,,,,,,
1981,Edmund Sherod,Virginia Commonwealth,NJN,,,,,,,,,,,,,,,,,
1981,George Torres,Southern Nazarene University,UTA,,,,,,,,,,,,,,,,,
1981,Ethan Martin,LSU,CLE,,,,,,,,,,,,,,,,,
1981,Kevin Figaro,LA-Lafayette,ATL,,,,,,,,,,,,,,,,,
1981,Lewis Lloyd,Drake University,GSW,7,388,9406,5130,1192,1138,0.524,0.213,0.771,24.2,13.2,3.1,2.9,19.8,0.101,0.7,6.6
1981,Lee Raker,Virginia,SDC,,,,,,,,,,,,,,,,,
1981,Kenny Dennard,Duke,KCK,3,95,1244,268,286,93,0.429,0.3,0.644,13.1,2.8,3,1,1.4,0.056,-1.5,0.2
1981,Ron Davis,Arizona,WSB,,,,,,,,,,,,,,,,,
1981,Terry Adolph,West Texas A&M University,GSW,,,,,,,,,,,,,,,,,
1981,Larry Spriggs,Howard University,HOU,5,169,2202,873,384,218,0.517,0,0.752,13,5.2,2.3,1.3,3.4,0.074,-2.5,-0.2
1981,B. B. Davis,Lamar University,KCK,,,,,,,,,,,,,,,,,
1981,Rolando Frazier,Briar Cliff University,IND,,,,,,,,,,,,,,,,,
1981,Oliver Lee,Marquette,CHI,,,,,,,,,,,,,,,,,
1981,Pete Verhoeven,Fresno State,POR,6,282,3220,1000,641,152,0.505,0.25,0.689,11.4,3.5,2.3,0.5,5.2,0.078,-2.7,-0.5
1981,Alex Bradley,Villanova,NYK,1,39,331,137,65,11,0.524,0,0.604,8.5,3.5,1.7,0.3,0.4,0.053,-2.6,0
1981,Earl Belcher,St. Bonaventure,SAS,,,,,,,,,,,,,,,,,
1981,Kevin McKenna,Creighton,LAL,6,243,3460,1320,317,342,0.414,0.367,0.819,14.2,5.4,1.3,1.4,4,0.056,-2.2,-0.2
1981,Don Koonce,UNC Charlotte,DET,,,,,,,,,,,,,,,,,
1981,Kris Anderson,Florida State,MIL,,,,,,,,,,,,,,,,,
1981,Stanley Williams,La Salle,BOS,,,,,,,,,,,,,,,,,
1981,Rynn Wright,Texas A&M,PHI,,,,,,,,,,,,,,,,,
1981,Pete Budko,UNC,DAL,,,,,,,,,,,,,,,,,
1981,George DeVone,UNC Charlotte,DET,,,,,,,,,,,,,,,,,
1981,Joe Cooper,Colorado,NJN,3,24,389,109,97,19,0.506,,0.543,16.2,4.5,4,0.8,0.3,0.037,-2.8,-0.2
1981,Ken Page,New Mexico,CLE,,,,,,,,,,,,,,,,,
1981,Mike Clark,Oregon,UTA,,,,,,,,,,,,,,,,,
1981,Steve Krafscisin,Iowa,ATL,,,,,,,,,,,,,,,,,
1981,Andra Griffin,Washington,SEA,,,,,,,,,,,,,,,,,
1981,Dennis Isbell,Memphis,SDC,,,,,,,,,,,,,,,,,
1981,Willie Sims,LSU,DEN,,,,,,,,,,,,,,,,,
1981,Hank McDowell,Memphis,GSW,6,206,1857,600,464,98,0.451,0,0.71,9,2.9,2.3,0.5,2,0.052,-3.6,-0.8
1981,Garry Witts,Holy Cross,WSB,1,46,493,132,62,38,0.583,0.5,0.825,10.7,2.9,1.3,0.8,1.1,0.104,-1,0.1
1981,U. S. Reed,Arkansas,KCK,,,,,,,,,,,,,,,,,
1981,Hasan Houston,Bradley,HOU,,,,,,,,,,,,,,,,,
1981,George Peterson,New Jersey City University,IND,,,,,,,,,,,,,,,,,
1981,Herb Andrew,University of South Alabama,POR,,,,,,,,,,,,,,,,,
1981,Johnny Nash,Arizona State,CHI,,,,,,,,,,,,,,,,,
1981,Jim Wright,Rhode Island,NYK,,,,,,,,,,,,,,,,,
1981,Mike Rhodes,Vanderbilt,SAS,,,,,,,,,,,,,,,,,
1981,Craig Watts,NC State,LAL,,,,,,,,,,,,,,,,,
1981,Paul Heuerman,Michigan,PHO,,,,,,,,,,,,,,,,,
1981,Kelvin Troy,Rutgers University,MIL,,,,,,,,,,,,,,,,,
1981,Steve Craig,BYU,PHI,,,,,,,,,,,,,,,,,
1981,Glen Grunwald,Indiana,BOS,,,,,,,,,,,,,,,,,
1981,Karl Bakowski,Utah,DAL,,,,,,,,,,,,,,,,,
1981,Vince Brookins,Iowa,DET,,,,,,,,,,,,,,,,,
1981,Kevin Lynam,La Salle,NJN,,,,,,,,,,,,,,,,,
1981,Kevin Sprewer,Loyola Chicago,UTA,,,,,,,,,,,,,,,,,
1981,Aaron Strayhorn,Hawaii,CLE,,,,,,,,,,,,,,,,,
1981,Darryl Warwick,Hampton,ATL,,,,,,,,,,,,,,,,,
1981,Earl Banks,Auburn,SEA,,,,,,,,,,,,,,,,,
1981,Mike Pepper,UNC,SDC,,,,,,,,,,,,,,,,,
1981,Alonzo Weatherley,Denver,DEN,,,,,,,,,,,,,,,,,
1981,Robert Williams,Grambling State University,WSB,,,,,,,,,,,,,,,,,
1981,Carter Scott,Ohio State,GSW,,,,,,,,,,,,,,,,,
1981,Fred Cowan,Kentucky,HOU,,,,,,,,,,,,,,,,,
1981,Brian Walker,Purdue,KCK,,,,,,,,,,,,,,,,,
1981,Robert Fronk,Washington,IND,,,,,,,,,,,,,,,,,
1981,Roger Burkman,Louisville,CHI,1,6,30,5,6,5,0,0,0.833,5,0.8,1,0.8,0.1,0.093,-2,0.1
1981,Roshern Arnie,Texas-El Paso,POR,,,,,,,,,,,,,,,,,
1981,John Blair,Monmouth University,NYK,,,,,,,,,,,,,,,,,
1981,Norman Shavers,Jackson State University,SAS,,,,,,,,,,,,,,,,,
1981,Kevin Singleton,California,LAL,,,,,,,,,,,,,,,,,
1981,Pete Harris,Northeastern University,PHO,,,,,,,,,,,,,,,,,
1981,Jo Jo Hunter,Colorado,MIL,,,,,,,,,,,,,,,,,
1981,Steve Waite,Iowa,BOS,,,,,,,,,,,,,,,,,
1981,Michael Thomas,North Park University,PHI,,,,,,,,,,,,,,,,,
1981,Danny Davis,UNC Wilmington,DAL,,,,,,,,,,,,,,,,,
1981,Greg Nance,West Virginia,DET,,,,,,,,,,,,,,,,,
1981,Rod Robertson,Northwestern,NJN,,,,,,,,,,,,,,,,,
1981,Andre Smith,Nebraska,CLE,,,,,,,,,,,,,,,,,
1981,Mike Robinson,Central Michigan University,UTA,,,,,,,,,,,,,,,,,
1981,Kevin Vesey,Iona College,ATL,,,,,,,,,,,,,,,,,
1981,Tom Sienkiewicz,Villanova,SEA,,,,,,,,,,,,,,,,,
1981,Randy Johnson,University of Southern Colorado,SDC,,,,,,,,,,,,,,,,,
1981,Greg Manning,Maryland,DEN,,,,,,,,,,,,,,,,,
1981,Robby Dosty,Arizona,GSW,,,,,,,,,,,,,,,,,
1981,Randy Martel,Houston Baptist University,WSB,,,,,,,,,,,,,,,,,
1981,Clinton Wheeler,William Paterson University,KCK,2,87,867,254,71,157,0.489,0,0.741,10,2.9,0.8,1.8,1.1,0.058,0,0.4
1981,Joe Faine,Bowling Green,HOU,,,,,,,,,,,,,,,,,
1981,Larry McKinney,Boise State,IND,,,,,,,,,,,,,,,,,
1981,Julius Wayne,Texas-El Paso,POR,,,,,,,,,,,,,,,,,
1981,Scott Williams,University of South Alabama,CHI,,,,,,,,,,,,,,,,,
1981,Terry Cramer,Ripon College,NYK,,,,,,,,,,,,,,,,,
1981,Mark Minderman,Northern Michigan University,SAS,,,,,,,,,,,,,,,,,
1981,Larry Petty,Wisconsin,LAL,,,,,,,,,,,,,,,,,
1981,David Williams,Southern University and A&M College,PHO,,,,,,,,,,,,,,,,,
1981,Lewis Latimore,Virginia,MIL,,,,,,,,,,,,,,,,,
1981,John Crawford,Kansas,PHI,,,,,,,,,,,,,,,,,
1981,Tom Seaman,Holy Cross,BOS,,,,,,,,,,,,,,,,,
1981,David Kennedy,Cincinnati,DAL,,,,,,,,,,,,,,,,,
1981,Joe Schoen,Saint Francis University,DET,,,,,,,,,,,,,,,,,
1981,Ken Webb,Fairleigh Dickinson University,NJN,,,,,,,,,,,,,,,,,
1981,Bobby Cattage,Auburn,UTA,2,78,522,242,107,11,0.404,0.143,0.765,6.7,3.1,1.4,0.1,0.3,0.027,-6.3,-0.6
1981,Glen Marcus,University of Alabama at Birmingham,CLE,,,,,,,,,,,,,,,,,
1981,Gilbert Salinas,Notre Dame,ATL,,,,,,,,,,,,,,,,,
1981,Todd Haynes,Davidson,SDC,,,,,,,,,,,,,,,,,
1981,Curtis Redding,St. John's,DEN,,,,,,,,,,,,,,,,,
1981,Mike Howard,Wofford College,WSB,,,,,,,,,,,,,,,,,
1981,Yasutaka Okayama,,GSW,,,,,,,,,,,,,,,,,
1981,Stanley Brewer,West Georgia,HOU,,,,,,,,,,,,,,,,,
1981,Randy Smithson,Wichita State,KCK,,,,,,,,,,,,,,,,,
1981,Len Hatzenbeller,Drexel,IND,,,,,,,,,,,,,,,,,
1981,Ben Mitchell,University of Alabama at Huntsville,CHI,,,,,,,,,,,,,,,,,
1981,John Smith,Saint Joseph's,POR,,,,,,,,,,,,,,,,,
1981,Brian O'Connor,Thomas More College,NYK,,,,,,,,,,,,,,,,,
1981,Bob Bartholomew,University of San Diego,SAS,,,,,,,,,,,,,,,,,
1981,Jay Triano,Simon Fraser University,LAL,,,,,,,,,,,,,,,,,
1981,Steve Risley,Indiana,PHO,,,,,,,,,,,,,,,,,
1981,Mike Brkovich,Michigan State,MIL,,,,,,,,,,,,,,,,,
1981,George Morrow,Creighton,BOS,,,,,,,,,,,,,,,,,
1981,Frank Gilroy,St. John's,PHI,,,,,,,,,,,,,,,,,
1981,John Hollinden,Southern Indiana,DAL,,,,,,,,,,,,,,,,,
1981,Eddie Baker,Alcorn State,DET,,,,,,,,,,,,,,,,,
1981,Rudy Williams,Providence,NJN,,,,,,,,,,,,,,,,,
1981,Paul Roba,Cleveland State University,CLE,,,,,,,,,,,,,,,,,
1981,Ken Ollie,Wyoming,UTA,,,,,,,,,,,,,,,,,
1981,Howard Thompkins,Wagner College,ATL,,,,,,,,,,,,,,,,,
1981,Art Jones,NC State,SDC,,,,,,,,,,,,,,,,,
1981,Andrew Burton,Austin Peay State University,DEN,,,,,,,,,,,,,,,,,
1981,Doug Murrey,San Jose State,GSW,,,,,,,,,,,,,,,,,
1981,Eddie Brown,Valdosta State University,WSB,,,,,,,,,,,,,,,,,
1981,Mike Perry,Richmond,KCK,,,,,,,,,,,,,,,,,
1981,Scott Whitley,William & Mary,IND,,,,,,,,,,,,,,,,,
1981,Sid Williams,San Jose State,POR,,,,,,,,,,,,,,,,,
1981,Terry Martin,Lambath University,CHI,,,,,,,,,,,,,,,,,
1981,Marty Headd,Syracuse,NYK,,,,,,,,,,,,,,,,,
1981,Leonel Marquetti,Hampton,SAS,,,,,,,,,,,,,,,,,
1981,Brian Johnson,Colorado,PHO,,,,,,,,,,,,,,,,,
1981,Chip Rucker,Northeastern University,MIL,,,,,,,,,,,,,,,,,
1981,Ron Wister,Temple,PHI,,,,,,,,,,,,,,,,,
1981,Greg McCray,Virginia Commonwealth,BOS,,,,,,,,,,,,,,,,,
1981,Scott Bosanko,Northern State University,DAL,,,,,,,,,,,,,,,,,
1981,Melvin Maxwell,Western Michigan,DET,,,,,,,,,,,,,,,,,
1981,Vic Sison,UCLA,NJN,,,,,,,,,,,,,,,,,
1981,Joe Merten,University of Wisconsin-Eau Claire,UTA,,,,,,,,,,,,,,,,,
1981,Greg Boone,Augsburg College,CLE,,,,,,,,,,,,,,,,,
1981,Mike Frazier,Georgetown,ATL,,,,,,,,,,,,,,,,,
1981,Tony Gwynn,San Diego State,SDC,,,,,,,,,,,,,,,,,
1981,Derrick Rowland,State University of New York at Potsdam,DEN,1,2,9,3,1,1,0.333,,0.5,4.5,1.5,0.5,0.5,0,0.048,-8.9,0
1981,Ralton Way,Houston Baptist University,WSB,,,,,,,,,,,,,,,,,
1981,Barry Brooks,USC,GSW,,,,,,,,,,,,,,,,,
1981,Mark Wilson,Fort Hays State University,KCK,,,,,,,,,,,,,,,,,
1981,Rodney Benson,Wright State University,IND,,,,,,,,,,,,,,,,,
1981,Kenny Easley,UCLA,CHI,,,,,,,,,,,,,,,,,
1981,Steve Cochran,Lewis and Clark College,POR,,,,,,,,,,,,,,,,,
1981,Kevin Rogers,Saint Peter's College,NYK,,,,,,,,,,,,,,,,,
1981,Alvin Brooks,Lamar University,SAS,,,,,,,,,,,,,,,,,
1981,Felton Sealey,Oregon,PHO,,,,,,,,,,,,,,,,,
1981,Artie Green,Marquette,MIL,,,,,,,,,,,,,,,,,
1981,Ken Matthews,NC State,BOS,,,,,,,,,,,,,,,,,
1981,Pete Mullenberg,University of Delaware,PHI,,,,,,,,,,,,,,,,,
1982,James Worthy,UNC,LAL,12,926,30001,16320,4708,2791,0.521,0.241,0.769,32.4,17.6,5.1,3,81.2,0.13,1.9,29.2
1982,Terry Cummings,DePaul,SDC,18,1183,33898,19460,8630,2190,0.484,0.295,0.706,28.7,16.4,7.3,1.9,91.1,0.129,0.6,22.5
1982,Dominique Wilkins,Georgia,UTA,15,1074,38113,26668,7169,2677,0.461,0.319,0.811,35.5,24.8,6.7,2.5,117.5,0.148,3.3,50.6
1982,Bill Garnett,Wyoming,DAL,4,300,5260,1638,1298,393,0.49,0,0.72,17.5,5.5,4.3,1.3,10.8,0.099,-0.8,1.6
1982,LaSalle Thompson,Texas,KCK,15,985,21238,7806,6689,1139,0.492,0.154,0.737,21.6,7.9,6.8,1.2,35,0.079,-1.5,2.7
1982,Trent Tucker,Minnesota,NYK,11,756,15671,6236,1520,1532,0.461,0.408,0.754,20.7,8.2,2,2,34.3,0.105,0.6,10.2
1982,Quintin Dailey,San Francisco,CHI,10,528,12170,7470,1307,1188,0.454,0.158,0.779,23,14.1,2.5,2.3,12.7,0.05,-1.9,0.3
1982,Clark Kellogg,Ohio State,IND,5,260,8514,4918,2482,764,0.497,0.338,0.757,32.7,18.9,9.5,2.9,20.9,0.118,1.4,7.3
1982,Cliff Levingston,Wichita State,DET,11,830,16962,5888,4307,752,0.516,0.152,0.676,20.4,7.1,5.2,0.9,44.2,0.125,-0.2,7.6
1982,Keith Edmonson,Purdue,ATL,2,87,931,522,127,56,0.448,0,0.719,10.7,6,1.5,0.6,0.4,0.022,-3.6,-0.4
1982,Fat Lever,Arizona State,POR,11,752,23814,10433,4523,4696,0.447,0.31,0.771,31.7,13.9,6,6.2,61.2,0.123,3.3,32.1
1982,John Bagley,Boston College,CLE,11,665,17120,5802,1729,3980,0.437,0.241,0.779,25.7,8.7,2.6,6,16.6,0.047,-0.9,4.5
1982,Sleepy Floyd,Georgetown,NJN,13,957,26383,12260,2494,5175,0.444,0.324,0.815,27.6,12.8,2.6,5.4,50.6,0.092,0.5,16.6
1982,Lester Conner,Oregon State,GSW,12,687,14970,4337,1861,2669,0.453,0.202,0.753,21.8,6.3,2.7,3.9,28.6,0.092,1,11.3
1982,David Thirdkill,Bradley,PHO,5,179,1469,510,209,84,0.457,0.091,0.565,8.2,2.8,1.2,0.5,1.3,0.042,-4.9,-1.1
1982,Terry Teagle,Baylor,HOU,11,687,14509,7982,1803,956,0.465,0.21,0.792,21.1,11.6,2.6,1.4,13.4,0.044,-2.9,-3.2
1982,Brook Steppe,Georgia Tech,KCK,5,238,2858,1297,345,280,0.469,0.31,0.82,12,5.4,1.4,1.2,4.6,0.078,-1.8,0.2
1982,Ricky Pierce,Rice University,DET,16,969,23665,14467,2296,1826,0.493,0.322,0.875,24.4,14.9,2.4,1.9,72.2,0.146,1.1,18.6
1982,Rob Williams,Houston,DEN,2,153,3367,1319,330,825,0.439,0.274,0.789,22,8.6,2.2,5.4,2.1,0.03,-3.1,-0.9
1982,Paul Pressey,Tulsa,MIL,11,724,19659,7664,2798,3715,0.485,0.222,0.749,27.2,10.6,3.9,5.1,49,0.12,2.6,22.8
1982,Eddie Phillips,Alabama,NJN,1,48,416,152,77,29,0.406,0,0.678,8.7,3.2,1.6,0.6,0.1,0.011,-4.7,-0.3
1982,Mark McNamara,California,PHI,8,278,2707,980,827,77,0.512,,0.548,9.7,3.5,3,0.3,2.8,0.049,-4.7,-2
1982,Darren Tillis,Cleveland State University,BOS,2,124,1256,425,314,42,0.423,0,0.626,10.1,3.4,2.5,0.3,0.9,0.036,-4.4,-0.8
1982,Oliver Robinson,University of Alabama at Birmingham,SAS,1,35,147,101,17,21,0.361,0.091,0.667,4.2,2.9,0.5,0.6,0.1,0.018,-5,-0.1
1982,Bryan Warrick,Saint Joseph's,WSB,4,169,2379,677,218,437,0.443,0.208,0.747,14.1,4,1.3,2.6,1.6,0.033,-3.3,-0.8
1982,Ricky Frazier,Missouri,CHI,,,,,,,,,,,,,,,,,
1982,Fred Roberts,BYU,MIL,13,818,14703,5962,2308,977,0.502,0.325,0.796,18,7.3,2.8,1.2,26.2,0.086,-1.6,1.5
1982,Dave Magley,Kansas,CLE,1,14,56,12,10,2,0.25,0,0.5,4,0.9,0.7,0.1,-0.1,-0.066,-5,-0.1
1982,Scott Hastings,Arkansas,NYK,11,578,5985,1647,1287,284,0.441,0.292,0.811,10.4,2.8,2.2,0.5,9.8,0.079,-2.8,-1.2
1982,Wallace Bryant,San Francisco,CHI,3,102,1395,323,374,112,0.407,,0.573,13.7,3.2,3.7,1.1,1.3,0.044,-2.5,-0.2
1982,Rod Higgins,Fresno State,CHI,13,779,17189,7011,2819,1254,0.465,0.342,0.808,22.1,9,3.6,1.6,37.8,0.106,0,8.8
1982,Richard Anderson,UC Santa Barbara,SDC,6,407,6002,2260,1418,611,0.412,0.333,0.762,14.7,5.6,3.5,1.5,7.6,0.061,-1.1,1.4
1982,Linton Townes,James Madison University,POR,3,60,543,257,67,32,0.44,0.36,0.75,9.1,4.3,1.1,0.5,0.6,0.057,-3.2,-0.2
1982,Vince Taylor,Duke,NYK,1,31,321,95,36,41,0.363,,0.656,10.4,3.1,1.2,1.3,0.1,0.009,-3.2,-0.1
1982,Derek Smith,Louisville,GSW,9,408,9825,5232,1300,866,0.499,0.294,0.753,24.1,12.8,3.2,2.1,18.3,0.089,-0.7,3.2
1982,J.J. Anderson,Bradley,PHI,3,157,1970,751,439,110,0.465,0,0.558,12.5,4.8,2.8,0.7,2.7,0.065,-1.9,0
1982,Audie Norris,Jackson State University,POR,3,187,2585,819,576,147,0.511,0,0.662,13.8,4.4,3.1,0.8,2.9,0.054,-3.6,-1.1
1982,Wayne Sappleton,Loyola Chicago,GSW,1,33,298,96,75,7,0.471,,0.412,9,2.9,2.3,0.2,0.1,0.012,-6.3,-0.3
1982,Kevin Magee,"University of California, Irvine",PHO,,,,,,,,,,,,,,,,,
1982,Guy Morgan,Wake Forest,IND,1,8,46,15,17,7,0.292,,0.25,5.8,1.9,2.1,0.9,-0.1,-0.059,-4.6,0
1982,Dwight Anderson,USC,WSB,1,5,33,21,2,3,0.5,,0.7,6.6,4.2,0.4,0.6,0,0.001,-4.8,0
1982,Jeff Taylor,Texas Tech,HOU,2,56,818,179,82,113,0.412,0,0.696,14.6,3.2,1.5,2,-0.1,-0.008,-3,-0.2
1982,Jose Slaughter,University of Portland,IND,1,63,515,225,68,52,0.374,0.22,0.644,8.2,3.6,1.1,0.8,-0.1,-0.007,-4.2,-0.3
1982,Mike Gibson,USC Upstate,WSB,2,64,390,101,106,14,0.387,,0.679,6.1,1.6,1.7,0.2,0.3,0.042,-4.1,-0.2
